"","population","county","state","median_age","household_income","per_capita_income","poverty_count","poverty_rate","unemployment_rate"
"184",78762,"White","Arkansas",36.9,44029,23702,11742,14.9082044640817,2.48470074401361
"185",6533,"Woodruff","Arkansas",45.5,32845,23423,1596,24.4298178478494,3.45936017143732
"186",21464,"Yell","Arkansas",40.3,43923,22015,3523,16.4135296310101,1.84029071934402
"187",1656754,"Alameda","California",37.6,99406,47314,161581,9.75286614669408,2.51847890513619
"188",1039,"Alpine","California",52.2,63750,36739,205,19.730510105871,4.71607314725698
"189",38429,"Amador","California",50.5,62772,31987,3451,8.98019724687085,2.62822347706159
"190",225817,"Butte","California",37.1,52537,29506,41974,18.5876174070154,3.74728209125088
"191",45514,"Calaveras","California",52,63158,33456,5147,11.3086083402909,2.57942611064727
"192",21454,"Colusa","California",35.3,59401,26932,2774,12.929989745502,2.02759392187937
"193",1142251,"Contra Costa","California",39.7,99716,48178,98595,8.63164050633355,2.74825760712838
"194",27495,"Del Norte","California",39.5,45283,23674,4760,17.3122385888343,2.73140571012911
"195",188563,"El Dorado","California",45.9,83377,42749,15643,8.29590110467059,2.60761655255803
"196",984521,"Fresno","California",32.2,53969,24422,218254,22.1685469380541,3.94872227204905
"197",27976,"Glenn","California",36.4,49633,22668,4818,17.2219044895625,2.2698026880183
"198",135940,"Humboldt","California",38.4,48041,28769,26674,19.6218920111814,3.86420479623363
"199",180701,"Imperial","California",32.4,47622,18018,41100,22.7447551480069,5.49194525763554
"200",17977,"Inyo","California",45.8,57316,32590,1635,9.09495466429326,1.9747455081493
"201",887641,"Kern","California",31.6,53350,23326,179980,20.2762152717146,4.22006193945525
"202",150691,"Kings","California",31.8,57848,22373,24725,16.4077483061364,2.98358893364567
"203",64195,"Lake","California",45.6,47040,27362,11753,18.3082794610172,3.62489290443181
"204",30818,"Lassen","California",36.6,56352,22134,2830,9.18294503212408,1.94042442728276
"205",10081570,"Los Angeles","California",36.5,68044,34156,1480446,14.6846770889851,3.16850450872235
"206",155433,"Madera","California",34.1,57585,22853,29273,18.8331950100686,3.5732437770615
"207",259943,"Marin","California",46.8,115246,72466,18349,7.05885521056539,1.93850190234013
"208",17420,"Mariposa","California",51.7,48820,28757,2616,15.0172215843858,3.63949483352468
"209",87224,"Mendocino","California",43.1,51416,29035,15251,17.4848665504907,4.09405668164725
"210",271382,"Merced","California",31.1,53672,23011,56217,20.7150805875113,5.20926222078104
"211",8907,"Modoc","California",47.8,45507,22843,1618,18.1654878185697,3.12114067587291
"212",14310,"Mono","California",37.7,62260,34552,1713,11.9706498951782,2.0335429769392
"213",433410,"Monterey","California",34.4,71015,30073,54393,12.5500103827784,2.23714265937565
"214",139623,"Napa","California",41.3,88596,45195,10614,7.60189940052857,2.38571009074436
"215",99244,"Nevada","California",50.5,66096,39233,10844,10.9266051348192,2.14924831727863
"216",3168044,"Orange","California",38.1,90234,41514,340048,10.7336893048203,2.43607727670449
"217",385512,"Placer","California",42,89691,43759,29588,7.67498806781631,2.04974164228351
"218",18660,"Plumas","California",52.3,55359,35198,2224,11.9185423365488,2.35262593783494
"219",2411439,"Riverside","California",35.6,67005,28596,325279,13.4889997217429,3.45669121217663
"220",1524553,"Sacramento","California",36.2,67151,32751,220713,14.4772270954175,3.22251833816207
"221",60376,"San Benito","California",35.7,86958,33174,5061,8.38246985557175,3.58254935736054
"222",2149031,"San Bernardino","California",33.3,63362,25215,333613,15.5238802976783,3.53117288675687
"223",3316073,"San Diego","California",35.8,78980,38073,374787,11.3021335778796,3.05919079586004
"224",874961,"San Francisco","California",38.2,112449,68883,89030,10.1753106709899,2.6332602253129
"225",742603,"San Joaquin","California",34.3,64432,27521,105461,14.201531639382,3.54617473939642
"226",282165,"San Luis Obispo","California",39.2,73518,37233,33261,11.7877837435543,1.95984618928641
"227",767423,"San Mateo","California",39.7,122641,61545,51085,6.65669389632576,2.09845157103709
"228",444829,"Santa Barbara","California",33.8,74624,36039,57556,12.9389046127838,2.95551773827696
"229",1927470,"Santa Clara","California",37.1,124055,56248,142534,7.39487514721371,2.31572994651019
"230",273962,"Santa Cruz","California",37.8,82234,41312,34419,12.5634212044006,3.01647673764975
"231",179212,"Shasta","California",41.5,54667,29720,29423,16.4179854027632,2.38823293083052
"232",3040,"Sierra","California",54.8,52148,33747,291,9.57236842105263,2.33552631578947
"233",43468,"Siskiyou","California",47.8,45241,28615,8102,18.6389988037177,2.91938897579829
"234",441829,"Solano","California",38.1,81472,35400,41121,9.30699433491238,2.98554418111984
"235",499772,"Sonoma","California",42.1,81018,42178,45418,9.08774401126914,2.33266369464476
"236",543194,"Stanislaus","California",34.1,60704,26258,81415,14.9881994278287,4.19739540569299
"237",96109,"Sutter","California",35.7,59050,27371,14687,15.2816073416642,3.67395353192729
"238",63912,"Tehama","California",41,44514,24301,13930,21.7955939416698,3.62686193516085
"239",12700,"Trinity","California",52.5,40846,26523,2372,18.6771653543307,3.40157480314961
"240",461898,"Tulare","California",31,49687,21380,108512,23.4926325725593,4.0790390952115
"241",54045,"Tuolumne","California",48.4,60108,34702,6443,11.9215468590989,2.13895827551115
"242",847263,"Ventura","California",38.1,88131,38595,74645,8.81013333522177,2.6367255503899
"243",217352,"Yolo","California",31,70228,34515,39919,18.3660605837535,3.01906584710516
"244",76360,"Yuba","California",32.8,58054,25583,11572,15.1545311681509,3.00811943425877
"245",504108,"Adams","Colorado",33.8,71202,30313,54159,10.7435311480873,2.16560736984932
"246",16107,"Alamosa","Colorado",31.8,37515,22131,3528,21.903520208605,4.37077047246539
"247",644560,"Arapahoe","Colorado",36.6,77469,40443,51542,7.99646270323942,2.29164080923421
"248",13253,"Archuleta","Colorado",50.9,52221,31629,1153,8.69991699992454,2.48245680223346
"249",3561,"Baca","Colorado",46,35878,24061,654,18.3656276326874,0.95478798090424
"250",5787,"Bent","Colorado",40.2,30900,13930,1177,20.3386901676171,1.53792984275099
"251",322510,"Boulder","Colorado",36.6,83019,46826,36358,11.2734488853059,2.39000341074695
"252",67886,"Broomfield","Colorado",37.8,96416,50863,3763,5.54311640102525,1.86047196771057
"253",19557,"Chaffee","Colorado",49.2,55771,29827,1776,9.08114741524774,1.48795827580917
"254",2026,"Cheyenne","Colorado",39.4,53977,29081,203,10.0197433366239,3.3563672260612
"255",9495,"Clear Creek","Colorado",48.1,67060,39203,725,7.63559768299105,1.79041600842549
"256",8128,"Conejos","Colorado",38.8,36084,20640,1756,21.6043307086614,4.35531496062992
"257",3745,"Costilla","Colorado",51.9,30965,21732,1023,27.3164218958611,3.95193591455274
"258",5754,"Crowley","Colorado",35.4,42135,15517,1339,23.2707681612791,5.78727841501564
"259",4776,"Custer","Colorado",59.7,53119,29258,601,12.5837520938023,2.17755443886097
"260",30565,"Delta","Colorado",47.3,45269,26499,5379,17.5985604449534,2.55193849173892
"261",705576,"Denver","Colorado",34.5,68592,43770,89203,12.6425785457555,2.22073880063948
"262",1857,"Dolores","Colorado",48.8,45972,26323,246,13.2471728594507,1.72320947765213
"263",336041,"Douglas","Colorado",38.7,119730,53313,10275,3.05766260664621,1.61468392249755
"264",54681,"Eagle","Colorado",37,84790,44391,4354,7.96254640551563,1.18322634918893
"265",698974,"El Paso","Colorado",34.2,68779,33728,68548,9.80694560884954,2.85590021946453
"266",25717,"Elbert","Colorado",46.1,99199,44690,1230,4.78282847921608,1.10043939806354
"267",47321,"Fremont","Colorado",45.1,49409,22692,5226,11.0437226601298,1.76031782929355
"268",59055,"Garfield","Colorado",36.5,75937,33393,5009,8.48192363051393,2.48751164168995
"269",6018,"Gilpin","Colorado",49,76429,49641,286,4.75240943835161,0.997008973080758
"270",15303,"Grand","Colorado",42.9,71198,37876,1440,9.40991962360322,1.9277265895576
"271",16802,"Gunnison","Colorado",34.5,56577,32191,2154,12.8199023925723,3.1305796928937
"272",857,"Hinsdale","Colorado",56.1,56339,33570,84,9.80163360560093,2.21703617269545
"273",6679,"Huerfano","Colorado",55,38137,25140,1030,15.421470279982,1.22772870190148
"274",1261,"Jackson","Colorado",51.6,53300,28199,121,9.59555908009516,0.872323552735924
"275",574798,"Jefferson","Colorado",40.3,82986,44119,40118,6.9794954053424,2.07394597754342
"276",1489,"Kiowa","Colorado",42.5,41731,25937,177,11.8871725990598,1.34318334452653
"277",7447,"Kit Carson","Colorado",38.3,49349,27797,421,5.65328320128911,1.75909762320397
"278",55617,"La Plata","Colorado",40.4,68685,39493,4919,8.84441807361059,2.23492816944459
"279",7751,"Lake","Colorado",36.7,50565,29122,1110,14.3207328086698,2.3480841181783
"280",344786,"Larimer","Colorado",36,71881,37363,38822,11.2597379243937,2.58160134112174
"281",14266,"Las Animas","Colorado",45.9,41817,25813,2474,17.341931865975,3.58895275480163
"282",5585,"Lincoln","Colorado",38,47258,16753,515,9.22112802148612,0.734109221128021
"283",22380,"Logan","Colorado",38.2,53318,26727,2701,12.0688114387846,1.70688114387846
"284",151218,"Mesa","Colorado",39.7,55379,29596,21032,13.9083971484876,3.34550119694745
"285",824,"Mineral","Colorado",56.1,62188,33955,113,13.7135922330097,1.33495145631068
"286",13127,"Moffat","Colorado",36.6,57229,29100,2206,16.805058276834,2.14824407709301
"287",26031,"Montezuma","Colorado",45.2,49470,26072,3902,14.9898198302025,2.31646882563098
"288",41686,"Montrose","Colorado",45.2,50489,28078,6226,14.9354699419469,2.83548433526844
"289",28517,"Morgan","Colorado",36.2,53682,25064,3078,10.7935617351054,2.03036785075569
"290",18282,"Otero","Colorado",39.9,38169,21110,4226,23.1156328629253,3.04671261349962
"291",4796,"Ouray","Colorado",54.1,66417,41160,344,7.17264386989158,1.91826522101751
"292",17867,"Park","Colorado",50.7,73622,36500,1293,7.23680528348352,2.89919964179773
"293",4290,"Phillips","Colorado",37.1,51155,26494,256,5.96736596736597,0.652680652680653
"294",17926,"Pitkin","Colorado",41.8,78935,54875,1200,6.69418721410242,2.06961954702667
"295",12022,"Prowers","Colorado",38.3,41929,23698,1866,15.5215438363001,2.31242721676926
"296",165982,"Pueblo","Colorado",39.3,46783,25051,30591,18.430311720548,3.3503632924052
"297",6384,"Rio Blanco","Colorado",36.9,54357,26487,637,9.9780701754386,2.75689223057644
"298",11305,"Rio Grande","Colorado",42.1,39123,24582,1894,16.7536488279522,3.89208314904909
"299",25072,"Routt","Colorado",40.2,77443,43769,2705,10.7889278876835,1.84668155711551
"300",6592,"Saguache","Colorado",49,38571,22511,1152,17.4757281553398,2.74575242718447
"301",589,"San Juan","Colorado",51.2,54625,34502,31,5.26315789473684,1.18845500848896
"302",8049,"San Miguel","Colorado",41.8,67038,47526,909,11.2933283637719,1.63995527394707
"303",2322,"Sedgwick","Colorado",44.1,43150,27527,434,18.6907838070629,3.05770887166236
"304",30649,"Summit","Colorado",39.1,79277,41281,2437,7.95131978204835,2.11426147672028
"305",24524,"Teller","Colorado",50,66592,35703,1984,8.09003425216115,2.96036535638558
"306",4868,"Washington","Colorado",41.6,50094,27860,535,10.9901396877568,1.1709120788825
"307",305345,"Weld","Colorado",34.4,74150,31793,29866,9.78106731729683,2.11072721020485
"308",10003,"Yuma","Colorado",37.8,52022,27955,1357,13.5659302209337,1.93941817454764
"309",943926,"Fairfield","Connecticut",40.6,95645,57263,82327,8.72176420609243,3.5495367221583
"310",893561,"Hartford","Connecticut",40.4,75148,40540,94192,10.5411941658152,3.13185109914152
"311",182002,"Litchfield","Connecticut",47.3,79906,44480,12416,6.82190305601037,2.79667256403776
"312",163053,"Middlesex","Connecticut",45.7,85898,46023,10944,6.71192802340343,2.63963251212796
"313",857513,"New Haven","Connecticut",40.3,69905,38009,97553,11.3762706804445,3.45429165505363
"314",267390,"New London","Connecticut",41.4,73490,39426,24040,8.99061296233965,3.13399902763753
"315",151063,"Tolland","Connecticut",37.7,87069,41371,9996,6.6171067700231,2.70019793066469
"316",116566,"Windham","Connecticut",41.2,66550,32732,12678,10.8762417857694,2.99572774222329
"317",176699,"Kent","Delaware",37.7,60910,28845,23134,13.0923208393935,2.57386855613218
"318",556165,"New Castle","Delaware",38.4,73892,37532,61333,11.0278424568249,3.13432164915088
"319",224384,"Sussex","Delaware",49.6,63162,35491,24933,11.1117548488306,2.00593625213919
"320",692683,"District of Columbia","District of Columbia",34,86420,56147,107140,15.4673927323177,4.0374890101244
"321",265443,"Alachua","Florida",31.6,49689,28646,53601,20.1930357929951,2.57720113169306
"322",28211,"Baker","Florida",37.7,63275,24686,3017,10.6944099819219,1.8999680975506
"323",182161,"Bay","Florida",39.8,54316,29290,26221,14.3944093411872,2.4192884316621
"324",27317,"Bradford","Florida",39.7,45921,20529,5202,19.0430867225537,2.52223889885419
"325",585507,"Brevard","Florida",47.3,56775,32176,68456,11.6917474940522,2.36205544937977
"326",1926205,"Broward","Florida",40.4,59547,32909,249553,12.9556822871917,3.23200282420615
"327",14362,"Calhoun","Florida",41.6,38568,19304,1809,12.595738755048,2.09580838323353
"328",181067,"Charlotte","Florida",59.1,51499,32144,19623,10.8374248206465,2.14948057901219
"329",145169,"Citrus","Florida",56.5,44237,26989,22350,15.3958489760211,2.78502986174734
"330",211405,"Clay","Florida",39.7,65740,30483,21432,10.1378869941581,2.99188760909155
"331",371453,"Collier","Florida",50.8,69653,45567,41243,11.1031543694626,1.72269439202268
"332",69968,"Columbia","Florida",40.4,46494,24275,10261,14.6652755545392,3.58735421907158
"333",36903,"DeSoto","Florida",40.9,35438,18503,9399,25.4694740265019,1.83995881093678
"334",16589,"Dixie","Florida",46.5,39828,21144,3158,19.036711073603,1.53113508951715
"335",936186,"Duval","Florida",36.2,55807,31327,132346,14.1367206943919,2.96490227369348
"336",313491,"Escambia","Florida",37.2,50915,28022,41439,13.2185612984105,2.87280974573433
"337",109801,"Flagler","Florida",51.3,54514,29383,13488,12.2840411289515,1.98449923042595
"338",11811,"Franklin","Florida",46.4,46643,26574,1917,16.2306324612649,2.37067140800948
"339",45945,"Gadsden","Florida",40.8,41401,20734,9681,21.0708455762325,2.79682228751768
"340",17953,"Gilchrist","Florida",42.1,43640,21578,2827,15.7466718654264,1.92725449785551
"341",13516,"Glades","Florida",47.9,40977,21953,2143,15.8552826279964,3.88428529150636
"342",15576,"Gulf","Florida",44.9,47712,23252,1690,10.8500256805342,1.70775552131484
"343",14326,"Hamilton","Florida",40.9,38569,16136,3296,23.0071199218205,3.47619712411001
"344",27131,"Hardee","Florida",35.4,38682,17754,6105,22.5019350558402,2.31469536692345
"345",40732,"Hendry","Florida",34,40820,19167,10159,24.9410782677011,3.46656191692036
"346",186313,"Hernando","Florida",49,48812,25860,25902,13.90241153328,2.55162012312614
"347",103437,"Highlands","Florida",53.5,40942,25752,18949,18.3193634772857,3.40593791389928
"348",1422278,"Hillsborough","Florida",37.2,58884,32343,204145,14.3533823907844,2.83524036791682
"349",19432,"Holmes","Florida",42.7,39102,19201,4004,20.6051873198847,3.38616714697406
"350",153989,"Indian River","Florida",53.5,54740,36516,17418,11.311197553072,2.6482411081311
"351",47945,"Jackson","Florida",41.7,39872,20019,7787,16.2415267494004,2.35895296694129
"352",14161,"Jefferson","Florida",48,47240,24510,1984,14.0103100063555,2.40096038415366
"353",8637,"Lafayette","Florida",37.3,50165,20776,910,10.5360657635753,3.12608544633553
"354",345867,"Lake","Florida",46.9,54513,28348,40961,11.8429916702085,2.3801056475466
"355",737468,"Lee","Florida",48.5,57832,33543,95303,12.9230014048067,2.35196645820564
"356",289770,"Leon","Florida",31,53106,30586,56797,19.6007178106774,3.92794285122684
"357",40403,"Levy","Florida",46.9,37326,21579,8270,20.4687770710096,2.57901640967255
"358",8345,"Liberty","Florida",40.7,38015,17872,1163,13.9364889155183,2.37267825044937
"359",18460,"Madison","Florida",43.5,37037,19510,4523,24.501625135428,1.67930660888407
"360",384213,"Manatee","Florida",48.3,59009,33853,44627,11.6151717927296,2.6381200011452
"361",353526,"Marion","Florida",48.7,45371,25839,55192,15.6118644739001,3.22974830705521
"362",159065,"Martin","Florida",52.2,61133,42199,15367,9.66083047810644,1.95706157859994
"363",2699428,"Miami-Dade","Florida",39.9,51347,28224,455005,16.8556079287908,2.72020591028914
"364",75798,"Monroe","Florida",47.7,70033,46028,8160,10.765455552917,1.56468508403916
"365",83098,"Nassau","Florida",45.3,69943,36553,8680,10.4454980865965,1.85443692989001
"366",203794,"Okaloosa","Florida",36.9,63412,33019,21567,10.5827453212558,2.44462545511644
"367",41144,"Okeechobee","Florida",41.1,41760,21367,7982,19.4001555512347,2.67839782228271
"368",1349746,"Orange","Florida",35.1,58254,30456,195467,14.4817617536929,2.75903762633859
"369",351955,"Osceola","Florida",35.9,52279,22196,51791,14.715233481553,2.64096262306261
"370",1465027,"Palm Beach","Florida",44.8,63299,39933,175742,11.9958198722617,2.91148217746158
"371",524602,"Pasco","Florida",44.5,52828,29001,65753,12.5338828292687,2.53182412571816
"372",964666,"Pinellas","Florida",48.1,54090,35196,116107,12.0359792923146,2.66786639106178
"373",686218,"Polk","Florida",40.2,50584,24864,106475,15.5162062201808,2.61491246222046
"374",73252,"Putnam","Florida",45.1,37670,20915,16932,23.1147272429422,3.36373068312128
"375",174755,"Santa Rosa","Florida",39.9,67949,31691,16210,9.27584332351006,2.4674544362107
"376",419496,"Sarasota","Florida",56.1,62236,41081,37035,8.82845128439842,1.86175791902664
"377",461402,"Seminole","Florida",39.2,66768,35175,48688,10.5521865965037,2.63414549568489
"378",244674,"St. Johns","Florida",43.7,82252,43194,19779,8.08381765124206,2.23726264335401
"379",312947,"St. Lucie","Florida",45.1,52322,27121,41284,13.1920101486833,2.53749037376936
"380",125044,"Sumter","Florida",67.4,57226,35560,9445,7.55334122388919,0.782924410607466
"381",44046,"Suwannee","Florida",43.3,47839,22808,6287,14.273713844617,2.43154883530854
"382",21870,"Taylor","Florida",42,40306,17391,3782,17.2930955647005,1.85185185185185
"383",15303,"Union","Florida",39.3,44270,17010,1988,12.9909168136967,1.78396392864144
"384",536487,"Volusia","Florida",46.6,49494,28517,75014,13.9824450545866,2.16407853312382
"385",32321,"Wakulla","Florida",40.6,61410,25733,3533,10.9309736703691,2.44113734104762
"386",68262,"Walton","Florida",44,58093,34475,8772,12.8504878263163,2.27359292139111
"387",24764,"Washington","Florida",41.5,37022,18401,5291,21.3656921337425,3.32741075755128
"388",18440,"Appling","Georgia",40.3,40304,21300,4042,21.9197396963124,1.65401301518438
